Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;Folds;Feat. Selec. Strategy;Features;Model
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8598;0.8852;0.8598;0.8502;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8368;0.9066;0.8368;0.8568;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8368;0.9066;0.8368;0.8568;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8368;0.9066;0.8368;0.8568;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8368;0.9066;0.8368;0.8568;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8368;0.9066;0.8368;0.8568;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8368;0.9066;0.8368;0.8568;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
RandomForestClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8368;0.9066;0.8368;0.8568;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];RandomForestClassifier()
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8312;0.874;0.8312;0.8264;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8193;0.8674;0.8193;0.8134;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8193;0.8674;0.8193;0.8134;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8193;0.8674;0.8193;0.8134;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8193;0.8674;0.8193;0.8134;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8193;0.8674;0.8193;0.8134;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8193;0.8674;0.8193;0.8134;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8193;0.8674;0.8193;0.8134;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8193;0.8674;0.8193;0.8134;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8193;0.8674;0.8193;0.8134;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
KNeighborsClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8192;0.8674;0.8192;0.8133;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];KNeighborsClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7971;0.8581;0.7971;0.7863;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7971;0.8581;0.7971;0.7863;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7971;0.8581;0.7971;0.7863;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
LogisticRegression;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];LogisticRegression(max_iter=100000, multi_class='multinomial')
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
SVC;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7857;0.8073;0.7857;0.7808;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];SVC(probability=True)
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7856;0.8073;0.7856;0.7807;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7847;0.8066;0.7847;0.7797;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7573;0.7875;0.7573;0.749;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7566;0.7863;0.7566;0.7483;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7565;0.9465;0.7565;0.8047;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7565;0.9465;0.7565;0.8047;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7565;0.9465;0.7565;0.8047;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
MLPClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7565;0.7862;0.7565;0.7482;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];MLPClassifier()
DecisionTreeClassifier;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7565;0.9465;0.7565;0.8047;1.0;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];DecisionTreeClassifier()
GaussianNB;0.9995;0.9995;0.9995;0.9993;0.9996;0.9996;0.9996;0.9996;0.7541;0.8228;0.7541;0.7117;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9992;0.9992;0.9992;0.999;0.9996;0.9996;0.9996;0.9996;0.7541;0.8228;0.7541;0.7116;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9996;0.9996;0.9996;0.9994;1.0;1.0;1.0;1.0;0.7541;0.8228;0.7541;0.7116;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9996;0.9996;0.9996;0.9995;0.9989;0.9989;0.9989;0.9989;0.7541;0.8228;0.7541;0.7116;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9992;0.9992;0.9992;0.999;1.0;1.0;1.0;1.0;0.7541;0.8228;0.7541;0.7116;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9994;0.9994;0.9994;0.9992;0.9993;0.9993;0.9993;0.9993;0.7541;0.8227;0.7541;0.7116;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9994;0.9994;0.9994;0.9991;0.9993;0.9993;0.9993;0.9993;0.7541;0.8228;0.7541;0.7116;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9994;0.9994;0.9994;0.9991;0.9989;0.9989;0.9989;0.9989;0.7541;0.8227;0.7541;0.7116;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9994;0.9994;0.9994;0.9991;0.9993;0.9993;0.9993;0.9993;0.7541;0.8227;0.7541;0.7116;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9994;0.9994;0.9994;0.9992;0.9989;0.9989;0.9989;0.9989;0.7541;0.8227;0.7541;0.7116;1.0;not-balanced;10;kbest;['anger', 'surprise', 'disgust', 'joy', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9998;0.9998;0.9998;0.9997;1.0;1.0;1.0;1.0;0.7418;0.8331;0.7418;0.719;0.9999;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
GaussianNB;0.9998;0.9998;0.9998;0.9996;1.0;1.0;1.0;1.0;0.7418;0.8331;0.7418;0.719;0.9999;not-balanced;10;kbest;['fear', 'surprise', 'sadness', 'disgust', 'o_score', 'c_score', 'e_score', 'a_score', 'n_score'];GaussianNB()
